gender,race ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group B,some college,standard,completed,68,72,72
female,group A,bachelors degree,free reduced,none,69,79,80
female,group A,high school,standard,none,53,57,55
female,group D,high school,standard,none,58,53,62
male,group D,some high school,standard,none,77,70,72
male,group C,some high school,standard,completed,67,65,64
female,group C,some high school,free reduced,none,63,73,75
female,group C,high school,free reduced,completed,62,64,68
female,group C,some high school,standard,completed,65,70,71
male,group A,some high school,free reduced,none,29,27,22
male,group D,bachelors degree,free reduced,completed,56,52,57
male,group D,some college,free reduced,completed,58,61,63
male,group A,associates degree,free reduced,none,43,53,47
male,group E,bachelors degree,standard,completed,100,97,92
male,group A,associates degree,free reduced,none,59,62,59
male,group E,associates degree,standard,completed,94,81,76
female,group D,associates degree,free reduced,completed,83,94,97
female,group C,some college,standard,none,65,71,66
female,group D,associates degree,standard,completed,85,96,100
male,group C,bachelors degree,standard,completed,99,89,97
male,group B,high school,standard,completed,64,61,57
female,group E,masters degree,standard,completed,93,89,96
male,group E,bachelors degree,free reduced,completed,42,34,40
female,group B,some high school,free reduced,none,23,37,28
female,group C,bachelors degree,standard,none,75,84,81
male,group B,high school,standard,none,83,76,69
male,group E,associates degree,free reduced,none,84,78,74
male,group C,some college,standard,none,80,77,70
female,group C,some high school,standard,completed,61,78,75
male,group D,high school,standard,completed,43,37,43
female,group C,some high school,standard,none,80,91,86
male,group A,masters degree,standard,none,59,59,49
female,group A,high school,standard,none,49,61,60
female,group B,high school,standard,none,80,92,84
male,group C,masters degree,standard,none,82,73,73
female,group B,some college,standard,none,65,68,71
male,group A,some college,free reduced,none,25,36,33
female,group C,associates degree,free reduced,completed,56,73,67
male,group A,masters degree,standard,none,83,81,84
male,group C,some college,standard,none,62,56,58
female,group D,associates degree,standard,none,55,68,67
female,group D,some college,standard,completed,65,57,66
female,group C,high school,standard,none,58,72,71
male,group C,associates degree,standard,none,48,41,37
male,group B,associates degree,free reduced,completed,69,71,69
female,group B,some college,standard,completed,39,59,63
female,group C,some college,standard,none,83,91,87
female,group B,some college,free reduced,none,69,68,64
female,group E,bachelors degree,free reduced,none,73,79,77
female,group D,associates degree,free reduced,none,47,63,64
male,group D,associates degree,standard,completed,92,88,91
male,group D,bachelors degree,standard,none,72,64,69
female,group D,some college,standard,none,96,94,96
female,group A,bachelors degree,free reduced,completed,68,79,81
female,group C,some high school,standard,none,79,89,80
male,group B,some college,standard,none,63,62,60
male,group C,associates degree,standard,none,56,58,52
female,group B,bachelors degree,standard,completed,89,100,100
female,group D,high school,free reduced,completed,56,80,84
female,group D,associates degree,standard,none,50,63,60
male,group D,some college,standard,none,70,70,63
male,group B,some high school,standard,completed,88,91,88
male,group C,associates degree,free reduced,completed,80,82,77
female,group C,associates degree,free reduced,none,33,43,43
female,group D,some college,free reduced,none,57,70,67
female,group E,some high school,free reduced,completed,79,85,83
female,group D,some high school,free reduced,none,49,58,61
female,group D,bachelors degree,standard,none,76,78,81
male,group C,some high school,free reduced,none,60,54,51
male,group B,bachelors degree,standard,none,91,92,85
female,group D,associates degree,standard,none,75,83,81
male,group D,some high school,standard,none,80,75,69
female,group D,some college,free reduced,completed,65,79,82
male,group C,some college,standard,none,63,56,58
male,group E,bachelors degree,standard,none,76,68,65
female,group C,some college,standard,none,39,59,55
male,group B,bachelors degree,standard,none,72,72,66
female,group B,some high school,free reduced,none,55,79,72
male,group C,some high school,standard,none,44,46,40
female,group B,masters degree,free reduced,completed,76,89,89
female,group C,some college,standard,completed,72,74,79
female,group E,some high school,standard,completed,77,89,84
male,group C,associates degree,standard,none,66,63,59
male,group C,some high school,standard,none,60,57,48
female,group C,some college,free reduced,completed,66,93,88
male,group D,some high school,free reduced,completed,93,89,83
male,group E,some high school,standard,none,71,57,54
male,group D,associates degree,free reduced,none,88,75,72
male,group D,high school,standard,none,61,53,52
female,group A,associates degree,standard,completed,60,79,76
female,group D,bachelors degree,standard,none,66,83,85
male,group C,bachelors degree,standard,none,68,61,56
female,group C,some college,standard,none,73,74,78
female,group B,bachelors degree,free reduced,none,45,60,60
female,group C,some high school,standard,none,59,64,64
female,group B,some college,standard,none,57,72,75
female,group C,high school,standard,none,45,55,54
female,group C,bachelors degree,standard,none,71,92,86
female,group C,bachelors degree,free reduced,completed,83,98,100
female,group C,bachelors degree,standard,none,59,58,59
female,group B,some high school,standard,none,68,76,70
female,group D,high school,standard,none,58,68,71
male,group C,high school,free reduced,completed,52,59,53
female,group E,some high school,standard,completed,89,100,99
male,group D,some college,free reduced,none,83,79,81
male,group D,masters degree,free reduced,none,73,76,73
female,group C,some college,free reduced,completed,44,63,59
male,group A,some college,standard,none,75,60,56
female,group C,some high school,standard,none,57,69,67
female,group D,some college,standard,none,57,67,66
female,group D,bachelors degree,free reduced,none,70,79,84
female,group D,associates degree,standard,completed,84,94,91
female,group C,masters degree,standard,none,96,95,94
female,group D,some high school,standard,none,51,64,60
male,group B,some college,standard,none,55,61,54
male,group D,associates degree,standard,completed,86,86,80
male,group B,some college,standard,none,87,66,70
male,group D,some high school,standard,none,94,80,79
female,group A,masters degree,standard,none,39,52,47
female,group B,some high school,standard,none,72,74,83
male,group B,high school,standard,none,71,66,64
female,group E,some high school,free reduced,completed,84,90,91
male,group D,bachelors degree,standard,completed,72,68,75
female,group E,associates degree,free reduced,completed,51,67,64
male,group E,masters degree,standard,completed,80,71,70
male,group E,associates degree,standard,none,100,93,91
female,group C,masters degree,standard,completed,92,100,100
female,group C,some college,standard,completed,76,77,81
female,group A,bachelors degree,free reduced,completed,76,79,83
male,group B,associates degree,standard,none,69,72,63
female,group D,associates degree,standard,completed,63,83,85
female,group B,some college,free reduced,none,50,76,71
male,group B,some college,standard,completed,51,54,56
female,group E,associates degree,free reduced,completed,64,79,80
female,group D,masters degree,standard,none,69,75,81
female,group D,high school,free reduced,completed,71,88,86
male,group E,associates degree,standard,none,83,77,72
male,group E,bachelors degree,standard,none,95,86,79
female,group C,bachelors degree,standard,none,46,65,58
male,group D,associates degree,standard,completed,65,69,63
male,group D,high school,standard,none,48,48,42
male,group B,high school,free reduced,completed,54,52,56
male,group C,bachelors degree,standard,completed,79,63,65
